car,label,charges
exp3_CE01_SS100正_3#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100正-3#-120周_424.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-100周_30.csv
exp3_CE01_SS200正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-5#-1-100cycle_337.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-100周_368.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-201-300周_338.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-340-440cycle_220.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-100周_351.csv
exp3_CE01_PMMA200_5#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-5#-加压95-194_366.csv
exp3_CE01_SS200正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-5#-1-100cycle_23.csv
exp3_CE01_SS200正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-5#-201-300cycle_128.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-272-372cycle_314.csv
exp3_CE01_Cu100正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-Cu100正-5#_237.csv
exp3_CE01_SS100负_4#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100负-4#-加压1-34_112.csv
exp3_CE01_PMMA200_5#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-5#-加压95-194_185.csv
exp3_CE01_SS100负_4#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100负-4#-35-68cycle_85.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-272-372cycle_192.csv
exp3_CE01_SS200负_3#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-3#-1-100cycle_234.csv
exp3_CE01_Cu100正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-Cu100正-5#_56.csv
exp3_CE01_Cu100正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-Cu100正-5#_332.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-272-372cycle_91.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-101-200周_224.csv
exp3_CE01_PMMA200_5#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-5#-加压195-255_94.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-272-372cycle_22.csv
exp3_CE01_PMMA200_5#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-5#-加压95-194_134.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-100周_164.csv
exp3_CE01_SS200正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-5#-101-200cycle_53.csv
exp3_CE01_SS200负_3#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-3#-1-100cycle_46.csv
exp3_CE01_SS200正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-5#-201-300cycle_221.csv
exp3_CE01_SS100负_4#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100负-4#-加压1-34_116.csv
exp3_CE01_SS200负_3#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-3#-1-100cycle_108.csv
exp3_CE01_SS200负_3#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-3#-101-200cycle_33.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-172-272cycle_352.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-240-340cycle_264.csv
exp3_CE01_SS200负_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-2#-181-280cycle_309.csv
exp3_CE01_SS100负_4#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100负-4#-加压68-168cycle_375.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-101-200周_213.csv
exp3_CE01_PMMA200_5#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-5#-加压41-94_178.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-100周_243.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-1-172cycle_663.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-172-272cycle_193.csv
exp3_CE01_SS100负_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100负-2#-加压35-75_7.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-101-200周_242.csv
exp3_CE01_SS200负_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-2#-181-280cycle_20.csv
exp3_CE01_SS200负_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-2#-181-280cycle_391.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-201-300周_116.csv
exp3_CE01_SS100正_3#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100正-3#-120周_260.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-272-372cycle_235.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-1-172cycle_435.csv
exp3_CE01_Cu100正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-Cu100正-5#_62.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-1-172cycle_219.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-100周_61.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-100-240cycle_211.csv
exp3_CE01_Cu100正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-Cu100正-5#_20.csv
exp3_CE01_SS100负_4#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100负-4#-加压68-168cycle_115.csv
exp3_CE01_Cu100正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-Cu100正-5#_88.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-100-240cycle_24.csv
exp3_CE01_PMMA200_5#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-5#-加压95-194_19.csv
exp3_CE01_Cu100正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-Cu100正-5#_325.csv
exp3_CE01_PMMA200_7#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-7#-1-100cycle_87.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-272-372cycle_205.csv
exp3_CE01_Cu100正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-Cu100正-5#_38.csv
exp3_CE01_SS200正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-5#-201-300cycle_374.csv
exp3_CE01_SS200负_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-2#-1-181cycle_286.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-1-172cycle_505.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-100-240cycle_137.csv
exp3_CE01_SS200负_3#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-3#-101-200cycle_222.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-340-440cycle_298.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-100-240cycle_42.csv
exp3_CE01_SS200负_3#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-3#-101-200cycle_334.csv
exp3_CE01_SS200负_3#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-3#-210-300cycle_36.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-100-240cycle_489.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-100周_400.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-172-272cycle_112.csv
exp3_CE01_PMMA200_7#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-7#-1-100cycle_113.csv
exp3_CE01_SS200负_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-2#-1-181cycle_73.csv
exp3_CE01_SS200负_3#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-3#-101-200cycle_115.csv
exp3_CE01_SS200负_3#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-3#-101-200cycle_106.csv
exp3_CE01_SS200负_3#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-3#-1-100cycle_176.csv
exp3_CE01_SS200负_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-2#-1-181cycle_370.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-240-340cycle_134.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-201-300周_292.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-101-200周_86.csv
exp3_CE01_SS100负_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100负-2#-加压35-75_2.csv
exp3_CE01_SS200正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-5#-101-200cycle_95.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-101-200周_236.csv
exp3_CE01_Cu100正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-Cu100正-5#_302.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-100-240cycle_101.csv
exp3_CE01_PMMA200_5#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-5#-加压95-194_291.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-100周_205.csv
exp3_CE01_SS200正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-5#-1-100cycle_366.csv
exp3_CE01_SS200正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-5#-101-200cycle_31.csv
exp3_CE01_SS100正_3#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100正-3#-120周_425.csv
exp3_CE01_PMMA200_7#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-7#-1-100cycle_173.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-100周_233.csv
exp3_CE01_PMMA200_5#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-5#-加压21-40_39.csv
exp3_CE01_PMMA200_7#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-7#-1-100cycle_116.csv
exp3_CE01_SS100负_4#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100负-4#-加压68-168cycle_309.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-101-200周_123.csv
exp3_CE01_SS200负_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-2#-1-181cycle_262.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-101-200周_241.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-201-300周_21.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-101-200周_175.csv
exp3_CE01_SS200负_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-2#-1-181cycle_699.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-100周_97.csv
exp3_CE01_SS100正_3#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100正-3#-120周_255.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-272-372cycle_209.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-100周_183.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-1-172cycle_307.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-272-372cycle_319.csv
exp3_CE01_PMMA200_7#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-7#-1-100cycle_228.csv
exp3_CE01_PMMA200_7#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-7#-1-100cycle_356.csv
exp3_CE01_SS200负_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-2#-181-280cycle_207.csv
exp3_CE01_SS100正_3#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100正-3#-120周_68.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-172-272cycle_171.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-1-172cycle_408.csv
exp3_CE01_SS100正_3#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100正-3#-120周_279.csv
exp3_CE01_SS200正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-5#-1-100cycle_126.csv
exp3_CE01_SS200负_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-2#-1-181cycle_292.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-340-440cycle_295.csv
exp3_CE01_SS200正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-5#-101-200cycle_323.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-340-440cycle_41.csv
exp3_CE01_PMMA200_5#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-5#-加压195-255_91.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-272-372cycle_352.csv
exp3_CE01_SS200负_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-2#-181-280cycle_266.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-201-300周_214.csv
exp3_CE01_Cu100正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-Cu100正-5#_162.csv
exp3_CE01_PMMA200_5#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-5#-加压95-194_20.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-201-300周_68.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-100-240cycle_464.csv
exp3_CE01_PMMA200_5#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-5#-加压95-194_133.csv
exp3_CE01_SS200负_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-2#-1-181cycle_725.csv
exp3_CE01_SS100负_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100负-2#-加压1-34_111.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-172-272cycle_27.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-201-300周_313.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-101-200周_388.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-1-172cycle_660.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-1-172cycle_623.csv
exp3_CE01_SS200负_3#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-3#-1-100cycle_281.csv
exp3_CE01_SS100负_4#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100负-4#-加压1-34_35.csv
exp3_CE01_SS200正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-5#-101-200cycle_181.csv
exp3_CE01_SS200负_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-2#-181-280cycle_19.csv
exp3_CE01_SS200负_3#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-3#-101-200cycle_195.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-101-200周_36.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-101-200周_34.csv
exp3_CE01_SS100负_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100负-2#-加压1-34_68.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-201-300周_8.csv
exp3_CE01_PMMA200_5#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-5#-加压195-255_134.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-100-240cycle_247.csv
exp3_CE01_SS200负_3#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-3#-101-200cycle_142.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-100-240cycle_256.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-100-240cycle_272.csv
exp3_CE01_SS200正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-5#-201-300cycle_273.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-272-372cycle_35.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-100周_246.csv
exp3_CE01_PMMA200_5#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-5#-加压21-40_56.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-201-300周_350.csv
exp3_CE01_SS200负_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-2#-1-181cycle_232.csv
exp3_CE01_SS200正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-5#-101-200cycle_329.csv
exp3_CE01_SS100负_4#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100负-4#-加压68-168cycle_276.csv
exp3_CE01_SS100负_4#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100负-4#-加压1-34_11.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-272-372cycle_160.csv
exp3_CE01_PMMA200_5#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-5#-加压41-94_88.csv
exp3_CE01_Cu100正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-Cu100正-5#_1.csv
exp3_CE01_Cu100正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-Cu100正-5#_116.csv
exp3_CE01_Cu100正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-Cu100正-5#_227.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-340-440cycle_157.csv
exp3_CE01_SS100负_4#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100负-4#-加压1-34_54.csv
exp3_CE01_PMMA200_5#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-5#-加压195-255_224.csv
exp3_CE01_PMMA200_7#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-7#-1-100cycle_364.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-1-172cycle_39.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-100周_227.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-101-200周_248.csv
exp3_CE01_SS200负_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-2#-181-280cycle_272.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-340-440cycle_138.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-1-172cycle_308.csv
exp3_CE01_SS200负_3#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-3#-1-100cycle_315.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-1-172cycle_253.csv
exp3_CE01_PMMA200_5#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-5#-加压21-40_28.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-172-272cycle_248.csv
exp3_CE01_SS200正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-5#-101-200cycle_269.csv
exp3_CE01_PMMA200_5#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-5#-加压95-194_374.csv
exp3_CE01_SS100负_4#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100负-4#-加压68-168cycle_344.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-100-240cycle_79.csv
exp3_CE01_SS200负_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-2#-1-181cycle_510.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-201-300周_304.csv
exp3_CE01_SS100正_3#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100正-3#-120周_178.csv
exp3_CE01_SS200正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-5#-1-100cycle_56.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-272-372cycle_380.csv
exp3_CE01_SS200负_3#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-3#-1-100cycle_79.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-100周_347.csv
exp3_CE01_PMMA200_5#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-5#-加压195-255_73.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-100周_383.csv
exp3_CE01_SS200负_3#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-3#-101-200cycle_354.csv
exp3_CE01_SS200正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-5#-201-300cycle_307.csv
exp3_CE01_SS200负_3#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-3#-101-200cycle_109.csv
